Time,DriverNumber,LapTime,LapNumber,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Stint,LapStartTime,Team,Driver,TrackStatus,IsAccurate,LapStartDate,PitLap
0 days 02:19:07.738000,4,0 days 00:01:38.673000,8,,,0 days 00:00:25.870000,0 days 00:00:46.456000,0 days 00:00:26.347000,0 days 02:17:54.935000,0 days 02:18:41.391000,0 days 02:19:07.738000,144.0,140.0,241.0,264.0,False,INTERMEDIATE,8.0,True,2,0 days 02:17:29.065000,McLaren,NOR,1,True,2022-05-29 14:18:29.086,
0 days 02:20:46.088000,4,0 days 00:01:38.350000,9,,,0 days 00:00:25.874000,0 days 00:00:46.186000,0 days 00:00:26.290000,0 days 02:19:33.612000,0 days 02:20:19.798000,0 days 02:20:46.088000,147.0,133.0,242.0,264.0,False,INTERMEDIATE,9.0,True,2,0 days 02:19:07.738000,McLaren,NOR,1,True,2022-05-29 14:20:07.759,
0 days 02:22:23.468000,4,0 days 00:01:37.380000,10,,,0 days 00:00:25.575000,0 days 00:00:45.658000,0 days 00:00:26.147000,0 days 02:21:11.663000,0 days 02:21:57.321000,0 days 02:22:23.468000,146.0,132.0,243.0,266.0,False,INTERMEDIATE,10.0,True,2,0 days 02:20:46.088000,McLaren,NOR,2,True,2022-05-29 14:21:46.109,
0 days 02:23:59.884000,4,0 days 00:01:36.416000,11,,,0 days 00:00:25.564000,0 days 00:00:44.643000,0 days 00:00:26.209000,0 days 02:22:49.032000,0 days 02:23:33.675000,0 days 02:23:59.884000,159.0,132.0,241.0,266.0,False,INTERMEDIATE,11.0,True,2,0 days 02:22:23.468000,McLaren,NOR,2,True,2022-05-29 14:23:23.489,
0 days 02:25:35.451000,4,0 days 00:01:35.567000,12,,,0 days 00:00:25.162000,0 days 00:00:44.419000,0 days 00:00:25.986000,0 days 02:24:25.046000,0 days 02:25:09.465000,0 days 02:25:35.451000,,129.0,243.0,265.0,False,INTERMEDIATE,12.0,True,2,0 days 02:23:59.884000,McLaren,NOR,1,True,2022-05-29 14:24:59.905,
0 days 02:27:10.074000,4,0 days 00:01:34.623000,13,,,0 days 00:00:24.988000,0 days 00:00:43.585000,0 days 00:00:26.050000,0 days 02:26:00.439000,0 days 02:26:44.024000,0 days 02:27:10.074000,160.0,136.0,244.0,267.0,False,INTERMEDIATE,13.0,True,2,0 days 02:25:35.451000,McLaren,NOR,1,True,2022-05-29 14:26:35.472,
0 days 02:28:44.374000,4,0 days 00:01:34.300000,14,,,0 days 00:00:24.915000,0 days 00:00:43.484000,0 days 00:00:25.901000,0 days 02:27:34.989000,0 days 02:28:18.473000,0 days 02:28:44.374000,157.0,136.0,244.0,267.0,False,INTERMEDIATE,14.0,True,2,0 days 02:27:10.074000,McLaren,NOR,1,True,2022-05-29 14:28:10.095,
0 days 02:30:18.680000,4,0 days 00:01:34.306000,15,,,0 days 00:00:25.045000,0 days 00:00:43.237000,0 days 00:00:26.024000,0 days 02:29:09.419000,0 days 02:29:52.656000,0 days 02:30:18.680000,164.0,142.0,243.0,267.0,False,INTERMEDIATE,15.0,True,2,0 days 02:28:44.374000,McLaren,NOR,1,True,2022-05-29 14:29:44.395,
0 days 02:31:52.372000,4,0 days 00:01:33.692000,16,,,0 days 00:00:24.820000,0 days 00:00:43.084000,0 days 00:00:25.788000,0 days 02:30:43.500000,0 days 02:31:26.584000,0 days 02:31:52.372000,171.0,144.0,244.0,267.0,False,INTERMEDIATE,16.0,True,2,0 days 02:30:18.680000,McLaren,NOR,1,True,2022-05-29 14:31:18.701,
0 days 02:33:41.736000,4,0 days 00:01:49.364000,17,,0 days 02:33:17.847000,0 days 00:00:24.673000,0 days 00:00:42.680000,0 days 00:00:42.011000,0 days 02:32:17.045000,0 days 02:32:59.725000,0 days 02:33:41.736000,164.0,147.0,,267.0,False,INTERMEDIATE,17.0,True,2,0 days 02:31:52.372000,McLaren,NOR,2,False,2022-05-29 14:32:52.393,17.0
0 days 02:35:12.941000,4,0 days 00:01:31.205000,18,0 days 02:33:42.394000,,0 days 00:00:26.555000,0 days 00:00:40.705000,0 days 00:00:23.945000,0 days 02:34:08.291000,0 days 02:34:48.996000,0 days 02:35:12.941000,169.0,164.0,247.0,272.0,False,INTERMEDIATE,18.0,True,2,0 days 02:33:41.736000,McLaren,NOR,1,False,2022-05-29 14:34:41.757,
0 days 02:36:39.243000,4,0 days 00:01:26.302000,19,,,0 days 00:00:23.152000,0 days 00:00:39.457000,0 days 00:00:23.693000,0 days 02:35:36.093000,0 days 02:36:15.550000,0 days 02:36:39.243000,181.0,167.0,252.0,275.0,False,INTERMEDIATE,19.0,True,2,0 days 02:35:12.941000,McLaren,NOR,1,True,2022-05-29 14:36:12.962,
0 days 02:38:08.821000,4,0 days 00:01:29.578000,20,,,0 days 00:00:23.154000,0 days 00:00:41.282000,0 days 00:00:25.142000,0 days 02:37:02.397000,0 days 02:37:43.679000,0 days 02:38:08.821000,175.0,157.0,252.0,277.0,False,INTERMEDIATE,20.0,True,2,0 days 02:36:39.243000,McLaren,NOR,2,True,2022-05-29 14:37:39.264,
0 days 02:39:39.179000,4,0 days 00:01:30.358000,21,,,0 days 00:00:24.653000,0 days 00:00:41.882000,0 days 00:00:23.823000,0 days 02:38:33.474000,0 days 02:39:15.356000,0 days 02:39:39.179000,151.0,167.0,251.0,280.0,False,INTERMEDIATE,21.0,True,2,0 days 02:38:08.821000,McLaren,NOR,1,True,2022-05-29 14:39:08.842,
0 days 02:41:23.310000,4,0 days 00:01:44.131000,22,,0 days 02:40:59.274000,0 days 00:00:22.982000,0 days 00:00:40.810000,0 days 00:00:40.339000,0 days 02:40:02.161000,0 days 02:40:42.971000,0 days 02:41:23.310000,174.0,166.0,,278.0,False,INTERMEDIATE,22.0,True,2,0 days 02:39:39.179000,McLaren,NOR,1,False,2022-05-29 14:40:39.200,22.0
0 days 02:42:52.572000,4,0 days 00:01:29.262000,23,0 days 02:41:23.981000,,0 days 00:00:27.288000,0 days 00:00:39.356000,0 days 00:00:22.618000,0 days 02:41:50.598000,0 days 02:42:29.954000,0 days 02:42:52.572000,168.0,176.0,254.0,273.0,False,HARD,1.0,True,3,0 days 02:41:23.310000,McLaren,NOR,1,False,2022-05-29 14:42:23.331,
0 days 02:44:15.417000,4,0 days 00:01:22.845000,24,,,0 days 00:00:22.501000,0 days 00:00:38.074000,0 days 00:00:22.270000,0 days 02:43:15.073000,0 days 02:43:53.147000,0 days 02:44:15.417000,183.0,180.0,257.0,279.0,False,HARD,2.0,True,3,0 days 02:42:52.572000,McLaren,NOR,1,True,2022-05-29 14:43:52.593,
0 days 02:45:37.841000,4,0 days 00:01:22.424000,25,,,0 days 00:00:21.812000,0 days 00:00:38.274000,0 days 00:00:22.338000,0 days 02:44:37.229000,0 days 02:45:15.503000,0 days 02:45:37.841000,180.0,176.0,256.0,279.0,False,HARD,3.0,True,3,0 days 02:44:15.417000,McLaren,NOR,1,True,2022-05-29 14:45:15.438,
0 days 02:47:11.329000,4,0 days 00:01:33.488000,26,,,0 days 00:00:22.341000,0 days 00:00:37.687000,0 days 00:00:33.460000,0 days 02:46:00.182000,0 days 02:46:37.869000,0 days 02:47:11.329000,189.0,168.0,104.0,280.0,False,HARD,4.0,True,3,0 days 02:45:37.841000,McLaren,NOR,26,False,2022-05-29 14:46:37.862,
0 days 02:49:06.140000,4,0 days 00:01:54.811000,27,,,0 days 00:00:31.655000,0 days 00:00:51.822000,0 days 00:00:31.334000,0 days 02:47:42.984000,0 days 02:48:34.806000,0 days 02:49:06.140000,78.0,113.0,157.0,217.0,False,HARD,5.0,True,3,0 days 02:47:11.329000,McLaren,NOR,64,False,2022-05-29 14:48:11.350,
0 days 02:51:06.906000,4,0 days 00:02:00.766000,28,,,0 days 00:00:32.330000,0 days 00:00:53.474000,0 days 00:00:34.962000,0 days 02:49:38.470000,0 days 02:50:31.944000,0 days 02:51:06.906000,116.0,132.0,215.0,227.0,False,HARD,6.0,True,3,0 days 02:49:06.140000,McLaren,NOR,4,False,2022-05-29 14:50:06.161,
0 days 02:53:03.683000,4,0 days 00:01:56.777000,29,,,0 days 00:00:27.079000,0 days 00:00:54.424000,0 days 00:00:35.274000,0 days 02:51:33.985000,0 days 02:52:28.409000,0 days 02:53:03.683000,147.0,126.0,216.0,222.0,False,HARD,7.0,True,3,0 days 02:51:06.906000,McLaren,NOR,4,False,2022-05-29 14:52:06.927,
0 days 03:14:39.068000,4,,30,,0 days 02:54:56.777000,0 days 00:00:31.397000,0 days 00:00:51.349000,,0 days 02:53:35.205000,0 days 02:54:26.518000,,141.0,88.0,,221.0,False,HARD,8.0,True,3,0 days 02:53:03.683000,McLaren,NOR,45,False,2022-05-29 14:54:03.704,30.0
0 days 03:17:01.670000,4,0 days 00:02:22.602000,31,0 days 03:14:39.788000,,0 days 00:00:36.779000,0 days 00:01:08.615000,0 days 00:00:37.208000,0 days 03:15:15.847000,0 days 03:16:24.462000,0 days 03:17:01.670000,73.0,113.0,205.0,86.0,False,HARD,9.0,False,4,0 days 03:14:00.322000,McLaren,NOR,1,False,2022-05-29 15:15:00.343,
0 days 03:18:59.592000,4,0 days 00:01:57.922000,32,,,0 days 00:00:33.541000,0 days 00:00:54.198000,0 days 00:00:30.183000,0 days 03:17:35.211000,0 days 03:18:29.409000,0 days 03:18:59.592000,111.0,154.0,254.0,232.0,False,HARD,10.0,False,4,0 days 03:17:01.670000,McLaren,NOR,1,True,2022-05-29 15:18:01.691,
0 days 03:20:23.437000,4,0 days 00:01:23.845000,33,,,0 days 00:00:22.943000,0 days 00:00:38.946000,0 days 00:00:21.956000,0 days 03:19:22.535000,0 days 03:20:01.481000,0 days 03:20:23.437000,164.0,173.0,259.0,280.0,False,HARD,11.0,False,4,0 days 03:18:59.592000,McLaren,NOR,1,True,2022-05-29 15:19:59.613,
0 days 03:21:45.716000,4,0 days 00:01:22.279000,34,,,0 days 00:00:21.922000,0 days 00:00:38.441000,0 days 00:00:21.916000,0 days 03:20:45.359000,0 days 03:21:23.800000,0 days 03:21:45.716000,187.0,177.0,257.0,278.0,False,HARD,12.0,False,4,0 days 03:20:23.437000,McLaren,NOR,1,True,2022-05-29 15:21:23.458,
0 days 03:23:06.442000,4,0 days 00:01:20.726000,35,,,0 days 00:00:21.742000,0 days 00:00:37.837000,0 days 00:00:21.147000,0 days 03:22:07.458000,0 days 03:22:45.295000,0 days 03:23:06.442000,190.0,182.0,257.0,278.0,False,HARD,13.0,False,4,0 days 03:21:45.716000,McLaren,NOR,1,True,2022-05-29 15:22:45.737,
0 days 03:24:25.946000,4,0 days 00:01:19.504000,36,,,0 days 00:00:21.462000,0 days 00:00:37.183000,0 days 00:00:20.859000,0 days 03:23:27.904000,0 days 03:24:05.087000,0 days 03:24:25.946000,188.0,185.0,258.0,279.0,False,HARD,14.0,False,4,0 days 03:23:06.442000,McLaren,NOR,1,True,2022-05-29 15:24:06.463,
0 days 03:25:44.227000,4,0 days 00:01:18.281000,37,,,0 days 00:00:21.033000,0 days 00:00:36.722000,0 days 00:00:20.526000,0 days 03:24:46.979000,0 days 03:25:23.701000,0 days 03:25:44.227000,194.0,187.0,259.0,279.0,False,HARD,15.0,False,4,0 days 03:24:25.946000,McLaren,NOR,1,True,2022-05-29 15:25:25.967,
0 days 03:27:01.445000,4,0 days 00:01:17.218000,38,,,0 days 00:00:20.632000,0 days 00:00:36.116000,0 days 00:00:20.470000,0 days 03:26:04.859000,0 days 03:26:40.975000,0 days 03:27:01.445000,199.0,186.0,259.0,279.0,False,HARD,16.0,False,4,0 days 03:25:44.227000,McLaren,NOR,1,True,2022-05-29 15:26:44.248,
0 days 03:28:19.567000,4,0 days 00:01:18.122000,39,,,0 days 00:00:20.808000,0 days 00:00:36.724000,0 days 00:00:20.590000,0 days 03:27:22.253000,0 days 03:27:58.977000,0 days 03:28:19.567000,196.0,186.0,259.0,280.0,False,HARD,17.0,False,4,0 days 03:27:01.445000,McLaren,NOR,1,True,2022-05-29 15:28:01.466,
0 days 03:29:36.728000,4,0 days 00:01:17.161000,40,,,0 days 00:00:20.522000,0 days 00:00:36.244000,0 days 00:00:20.395000,0 days 03:28:40.089000,0 days 03:29:16.333000,0 days 03:29:36.728000,200.0,189.0,259.0,280.0,False,HARD,18.0,False,4,0 days 03:28:19.567000,McLaren,NOR,1,True,2022-05-29 15:29:19.588,
0 days 03:30:55.012000,4,0 days 00:01:18.284000,41,,,0 days 00:00:20.926000,0 days 00:00:36.707000,0 days 00:00:20.651000,0 days 03:29:57.654000,0 days 03:30:34.361000,0 days 03:30:55.012000,193.0,184.0,260.0,280.0,False,HARD,19.0,False,4,0 days 03:29:36.728000,McLaren,NOR,1,True,2022-05-29 15:30:36.749,
0 days 03:32:12.303000,4,0 days 00:01:17.291000,42,,,0 days 00:00:20.560000,0 days 00:00:36.492000,0 days 00:00:20.239000,0 days 03:31:15.572000,0 days 03:31:52.064000,0 days 03:32:12.303000,195.0,190.0,260.0,280.0,False,HARD,20.0,False,4,0 days 03:30:55.012000,McLaren,NOR,1,True,2022-05-29 15:31:55.033,
0 days 03:33:29.048000,4,0 days 00:01:16.745000,43,,,0 days 00:00:20.261000,0 days 00:00:36.237000,0 days 00:00:20.247000,0 days 03:32:32.564000,0 days 03:33:08.801000,0 days 03:33:29.048000,201.0,190.0,260.0,280.0,False,HARD,21.0,False,4,0 days 03:32:12.303000,McLaren,NOR,1,True,2022-05-29 15:33:12.324,
0 days 03:34:46.078000,4,0 days 00:01:17.030000,44,,,0 days 00:00:20.253000,0 days 00:00:36.433000,0 days 00:00:20.344000,0 days 03:33:49.301000,0 days 03:34:25.734000,0 days 03:34:46.078000,202.0,189.0,259.0,280.0,False,HARD,22.0,False,4,0 days 03:33:29.048000,McLaren,NOR,1,True,2022-05-29 15:34:29.069,
0 days 03:36:02.882000,4,0 days 00:01:16.804000,45,,,0 days 00:00:20.337000,0 days 00:00:36.127000,0 days 00:00:20.340000,0 days 03:35:06.415000,0 days 03:35:42.542000,0 days 03:36:02.882000,200.0,191.0,259.0,280.0,False,HARD,23.0,False,4,0 days 03:34:46.078000,McLaren,NOR,1,True,2022-05-29 15:35:46.099,
0 days 03:37:20.224000,4,0 days 00:01:17.342000,46,,,0 days 00:00:20.577000,0 days 00:00:36.383000,0 days 00:00:20.382000,0 days 03:36:23.459000,0 days 03:36:59.842000,0 days 03:37:20.224000,,189.0,259.0,281.0,False,HARD,24.0,False,4,0 days 03:36:02.882000,McLaren,NOR,1,True,2022-05-29 15:37:02.903,
0 days 03:38:37.578000,4,0 days 00:01:17.354000,47,,,0 days 00:00:20.405000,0 days 00:00:36.521000,0 days 00:00:20.428000,0 days 03:37:40.629000,0 days 03:38:17.150000,0 days 03:38:37.578000,202.0,191.0,259.0,281.0,False,HARD,25.0,False,4,0 days 03:37:20.224000,McLaren,NOR,1,True,2022-05-29 15:38:20.245,
0 days 03:39:55.074000,4,0 days 00:01:17.496000,48,,,0 days 00:00:20.432000,0 days 00:00:36.684000,0 days 00:00:20.380000,0 days 03:38:58.010000,0 days 03:39:34.694000,0 days 03:39:55.074000,200.0,191.0,260.0,280.0,False,HARD,26.0,False,4,0 days 03:38:37.578000,McLaren,NOR,1,True,2022-05-29 15:39:37.599,
0 days 03:41:13.741000,4,0 days 00:01:18.667000,49,,,0 days 00:00:20.506000,0 days 00:00:36.639000,0 days 00:00:21.522000,0 days 03:40:15.580000,0 days 03:40:52.219000,0 days 03:41:13.741000,201.0,190.0,259.0,280.0,False,HARD,27.0,False,4,0 days 03:39:55.074000,McLaren,NOR,1,True,2022-05-29 15:40:55.095,
0 days 03:42:32.086000,4,0 days 00:01:18.345000,50,,,0 days 00:00:20.726000,0 days 00:00:36.855000,0 days 00:00:20.764000,0 days 03:41:34.467000,0 days 03:42:11.322000,0 days 03:42:32.086000,198.0,189.0,259.0,280.0,False,HARD,28.0,False,4,0 days 03:41:13.741000,McLaren,NOR,1,True,2022-05-29 15:42:13.762,
0 days 03:44:08.034000,4,0 days 00:01:35.948000,51,,0 days 03:43:44.140000,0 days 00:00:20.657000,0 days 00:00:37.079000,0 days 00:00:38.212000,0 days 03:42:52.743000,0 days 03:43:29.822000,0 days 03:44:08.034000,201.0,187.0,,280.0,False,HARD,29.0,False,4,0 days 03:42:32.086000,McLaren,NOR,1,False,2022-05-29 15:43:32.107,51.0
0 days 03:45:31.590000,4,0 days 00:01:23.556000,52,0 days 03:44:08.720000,,0 days 00:00:24.866000,0 days 00:00:37.684000,0 days 00:00:21.006000,0 days 03:44:32.900000,0 days 03:45:10.584000,0 days 03:45:31.590000,179.0,184.0,255.0,277.0,False,MEDIUM,1.0,True,5,0 days 03:44:08.034000,McLaren,NOR,1,False,2022-05-29 15:45:08.055,
0 days 03:46:50.164000,4,0 days 00:01:18.574000,53,,,0 days 00:00:20.732000,0 days 00:00:37.011000,0 days 00:00:20.831000,0 days 03:45:52.322000,0 days 03:46:29.333000,0 days 03:46:50.164000,195.0,183.0,256.0,275.0,False,MEDIUM,2.0,True,5,0 days 03:45:31.590000,McLaren,NOR,1,True,2022-05-29 15:46:31.611,
0 days 03:48:07.139000,4,0 days 00:01:16.975000,54,,,0 days 00:00:20.524000,0 days 00:00:36.131000,0 days 00:00:20.320000,0 days 03:47:10.688000,0 days 03:47:46.819000,0 days 03:48:07.139000,203.0,188.0,257.0,276.0,False,MEDIUM,3.0,True,5,0 days 03:46:50.164000,McLaren,NOR,1,True,2022-05-29 15:47:50.185,
0 days 03:49:21.832000,4,0 days 00:01:14.693000,55,,,0 days 00:00:19.751000,0 days 00:00:35.209000,0 days 00:00:19.733000,0 days 03:48:26.890000,0 days 03:49:02.099000,0 days 03:49:21.832000,208.0,195.0,257.0,277.0,True,MEDIUM,4.0,True,5,0 days 03:48:07.139000,McLaren,NOR,1,True,2022-05-29 15:49:07.160,
0 days 03:50:37.889000,4,0 days 00:01:16.057000,56,,,0 days 00:00:20.393000,0 days 00:00:35.605000,0 days 00:00:20.059000,0 days 03:49:42.225000,0 days 03:50:17.830000,0 days 03:50:37.889000,201.0,194.0,258.0,277.0,False,MEDIUM,5.0,True,5,0 days 03:49:21.832000,McLaren,NOR,2,True,2022-05-29 15:50:21.853,
0 days 03:51:53.291000,4,0 days 00:01:15.402000,57,,,0 days 00:00:19.988000,0 days 00:00:35.427000,0 days 00:00:19.987000,0 days 03:50:57.877000,0 days 03:51:33.304000,0 days 03:51:53.291000,205.0,196.0,258.0,278.0,False,MEDIUM,6.0,True,5,0 days 03:50:37.889000,McLaren,NOR,1,True,2022-05-29 15:51:37.910,
0 days 03:53:09.396000,4,0 days 00:01:16.105000,58,,,0 days 00:00:20.129000,0 days 00:00:36.001000,0 days 00:00:19.975000,0 days 03:52:13.420000,0 days 03:52:49.421000,0 days 03:53:09.396000,195.0,196.0,259.0,279.0,False,MEDIUM,7.0,True,5,0 days 03:51:53.291000,McLaren,NOR,1,True,2022-05-29 15:52:53.312,
0 days 03:54:24.244000,4,0 days 00:01:14.848000,59,,,0 days 00:00:19.864000,0 days 00:00:35.136000,0 days 00:00:19.848000,0 days 03:53:29.260000,0 days 03:54:04.396000,0 days 03:54:24.244000,206.0,199.0,259.0,279.0,False,MEDIUM,8.0,True,5,0 days 03:53:09.396000,McLaren,NOR,1,True,2022-05-29 15:54:09.417,
0 days 03:55:40.080000,4,0 days 00:01:15.836000,60,,,0 days 00:00:19.838000,0 days 00:00:35.954000,0 days 00:00:20.044000,0 days 03:54:44.082000,0 days 03:55:20.036000,0 days 03:55:40.080000,207.0,192.0,260.0,280.0,False,MEDIUM,9.0,True,5,0 days 03:54:24.244000,McLaren,NOR,2,True,2022-05-29 15:55:24.265,
0 days 03:56:55.394000,4,0 days 00:01:15.314000,61,,,0 days 00:00:19.750000,0 days 00:00:35.704000,0 days 00:00:19.860000,0 days 03:55:59.830000,0 days 03:56:35.534000,0 days 03:56:55.394000,,196.0,260.0,281.0,False,MEDIUM,10.0,True,5,0 days 03:55:40.080000,McLaren,NOR,1,True,2022-05-29 15:56:40.101,
0 days 03:58:10.777000,4,0 days 00:01:15.383000,62,,,0 days 00:00:19.908000,0 days 00:00:35.537000,0 days 00:00:19.938000,0 days 03:57:15.302000,0 days 03:57:50.839000,0 days 03:58:10.777000,208.0,196.0,260.0,282.0,False,MEDIUM,11.0,True,5,0 days 03:56:55.394000,McLaren,NOR,1,True,2022-05-29 15:57:55.415,
0 days 03:59:25.941000,4,0 days 00:01:15.164000,63,,,0 days 00:00:19.686000,0 days 00:00:35.568000,0 days 00:00:19.910000,0 days 03:58:30.463000,0 days 03:59:06.031000,0 days 03:59:25.941000,204.0,197.0,261.0,283.0,False,MEDIUM,12.0,True,5,0 days 03:58:10.777000,McLaren,NOR,1,True,2022-05-29 15:59:10.798,
0 days 04:00:43.010000,4,0 days 00:01:17.069000,64,,,0 days 00:00:19.966000,0 days 00:00:36.196000,0 days 00:00:20.907000,0 days 03:59:45.907000,0 days 04:00:22.103000,0 days 04:00:43.010000,198.0,192.0,269.0,285.0,False,MEDIUM,13.0,True,5,0 days 03:59:25.941000,McLaren,NOR,1,True,2022-05-29 16:00:25.962,
0 days 02:06:44.919000,14,,1,0 days 02:04:33.030000,0 days 02:04:32.373000,,0 days 00:01:02.006000,0 days 00:00:33.169000,,0 days 02:06:11.782000,0 days 02:06:44.942000,111.0,114.0,200.0,176.0,False,HARD,1.0,True,2,0 days 02:04:00.206000,Alpine,ALO,2,False,2022-05-29 14:05:00.227,1.0
0 days 02:09:03.049000,14,0 days 00:02:18.130000,2,,,0 days 00:00:34.110000,0 days 00:01:04.403000,0 days 00:00:39.617000,0 days 02:07:19.029000,0 days 02:08:23.432000,0 days 02:09:03.049000,82.0,117.0,207.0,155.0,False,HARD,2.0,True,2,0 days 02:06:44.919000,Alpine,ALO,4,False,2022-05-29 14:07:44.940,
0 days 02:10:49.657000,14,0 days 00:01:46.608000,3,,,0 days 00:00:29.204000,0 days 00:00:49.400000,0 days 00:00:28.004000,0 days 02:09:32.253000,0 days 02:10:21.653000,0 days 02:10:49.657000,131.0,129.0,230.0,227.0,False,HARD,3.0,True,2,0 days 02:09:03.049000,Alpine,ALO,1,False,2022-05-29 14:10:03.070,
0 days 02:12:32.573000,14,0 days 00:01:42.916000,4,,,0 days 00:00:27.751000,0 days 00:00:47.918000,0 days 00:00:27.247000,0 days 02:11:17.408000,0 days 02:12:05.326000,0 days 02:12:32.573000,132.0,136.0,238.0,255.0,False,HARD,4.0,True,2,0 days 02:10:49.657000,Alpine,ALO,1,True,2022-05-29 14:11:49.678,
0 days 02:14:14.122000,14,0 days 00:01:41.549000,5,,,0 days 00:00:27.098000,0 days 00:00:47.692000,0 days 00:00:26.759000,0 days 02:12:59.671000,0 days 02:13:47.363000,0 days 02:14:14.122000,139.0,137.0,237.0,248.0,False,HARD,5.0,True,2,0 days 02:12:32.573000,Alpine,ALO,1,True,2022-05-29 14:13:32.594,
0 days 02:15:54.412000,14,0 days 00:01:40.290000,6,,,0 days 00:00:26.630000,0 days 00:00:46.819000,0 days 00:00:26.841000,0 days 02:14:40.752000,0 days 02:15:27.571000,0 days 02:15:54.412000,143.0,136.0,239.0,258.0,False,HARD,6.0,True,2,0 days 02:14:14.122000,Alpine,ALO,2,True,2022-05-29 14:15:14.143,
0 days 02:17:33.464000,14,0 days 00:01:39.052000,7,,,0 days 00:00:26.509000,0 days 00:00:46.301000,0 days 00:00:26.242000,0 days 02:16:20.921000,0 days 02:17:07.222000,0 days 02:17:33.464000,147.0,139.0,240.0,259.0,False,HARD,7.0,True,2,0 days 02:15:54.412000,Alpine,ALO,1,True,2022-05-29 14:16:54.433,
0 days 02:19:12.677000,14,0 days 00:01:39.213000,8,,,0 days 00:00:26.284000,0 days 00:00:46.514000,0 days 00:00:26.415000,0 days 02:17:59.748000,0 days 02:18:46.262000,0 days 02:19:12.677000,,132.0,240.0,262.0,False,HARD,8.0,True,2,0 days 02:17:33.464000,Alpine,ALO,1,True,2022-05-29 14:18:33.485,
0 days 02:20:51.355000,14,0 days 00:01:38.678000,9,,,0 days 00:00:26.230000,0 days 00:00:46.235000,0 days 00:00:26.213000,0 days 02:19:38.907000,0 days 02:20:25.142000,0 days 02:20:51.355000,,136.0,239.0,260.0,False,HARD,9.0,True,2,0 days 02:19:12.677000,Alpine,ALO,1,True,2022-05-29 14:20:12.698,
0 days 02:22:28.956000,14,0 days 00:01:37.601000,10,,,0 days 00:00:25.852000,0 days 00:00:45.605000,0 days 00:00:26.144000,0 days 02:21:17.207000,0 days 02:22:02.812000,0 days 02:22:28.956000,155.0,136.0,242.0,261.0,False,HARD,10.0,True,2,0 days 02:20:51.355000,Alpine,ALO,2,True,2022-05-29 14:21:51.376,
0 days 02:24:06.162000,14,0 days 00:01:37.206000,11,,,0 days 00:00:25.640000,0 days 00:00:45.319000,0 days 00:00:26.247000,0 days 02:22:54.596000,0 days 02:23:39.915000,0 days 02:24:06.162000,156.0,134.0,241.0,263.0,False,HARD,11.0,True,2,0 days 02:22:28.956000,Alpine,ALO,2,True,2022-05-29 14:23:28.977,
0 days 02:25:42.046000,14,0 days 00:01:35.884000,12,,,0 days 00:00:25.386000,0 days 00:00:44.211000,0 days 00:00:26.287000,0 days 02:24:31.548000,0 days 02:25:15.759000,0 days 02:25:42.046000,159.0,135.0,241.0,266.0,False,HARD,12.0,True,2,0 days 02:24:06.162000,Alpine,ALO,1,True,2022-05-29 14:25:06.183,
0 days 02:27:17.204000,14,0 days 00:01:35.158000,13,,,0 days 00:00:25.405000,0 days 00:00:43.625000,0 days 00:00:26.128000,0 days 02:26:07.451000,0 days 02:26:51.076000,0 days 02:27:17.204000,160.0,144.0,241.0,265.0,False,HARD,13.0,True,2,0 days 02:25:42.046000,Alpine,ALO,1,True,2022-05-29 14:26:42.067,
0 days 02:28:51.341000,14,0 days 00:01:34.137000,14,,,0 days 00:00:24.991000,0 days 00:00:43.320000,0 days 00:00:25.826000,0 days 02:27:42.195000,0 days 02:28:25.515000,0 days 02:28:51.341000,166.0,145.0,241.0,263.0,False,HARD,14.0,True,2,0 days 02:27:17.204000,Alpine,ALO,1,True,2022-05-29 14:28:17.225,
0 days 02:30:24.825000,14,0 days 00:01:33.484000,15,,,0 days 00:00:24.801000,0 days 00:00:42.803000,0 days 00:00:25.880000,0 days 02:29:16.142000,0 days 02:29:58.945000,0 days 02:30:24.825000,162.0,150.0,243.0,264.0,False,HARD,15.0,True,2,0 days 02:28:51.341000,Alpine,ALO,1,True,2022-05-29 14:29:51.362,
0 days 02:31:58.996000,14,0 days 00:01:34.171000,16,,,0 days 00:00:25.195000,0 days 00:00:43.221000,0 days 00:00:25.755000,0 days 02:30:50.020000,0 days 02:31:33.241000,0 days 02:31:58.996000,160.0,149.0,243.0,255.0,False,HARD,16.0,True,2,0 days 02:30:24.825000,Alpine,ALO,1,True,2022-05-29 14:31:24.846,
0 days 02:33:32.345000,14,0 days 00:01:33.349000,17,,,0 days 00:00:24.857000,0 days 00:00:42.880000,0 days 00:00:25.612000,0 days 02:32:23.853000,0 days 02:33:06.733000,0 days 02:33:32.345000,159.0,151.0,244.0,256.0,False,HARD,17.0,True,2,0 days 02:31:58.996000,Alpine,ALO,2,True,2022-05-29 14:32:59.017,
0 days 02:35:04.701000,14,0 days 00:01:32.356000,18,,,0 days 00:00:24.710000,0 days 00:00:42.423000,0 days 00:00:25.223000,0 days 02:33:57.055000,0 days 02:34:39.478000,0 days 02:35:04.701000,167.0,159.0,244.0,265.0,False,HARD,18.0,True,2,0 days 02:33:32.345000,Alpine,ALO,1,True,2022-05-29 14:34:32.366,
