Time,DriverNumber,LapTime,LapNumber,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Stint,LapStartTime,Team,Driver,TrackStatus,IsAccurate,LapStartDate,PitLap
0 days 02:21:23.839000,5,0 days 00:01:37.700000,9,,,0 days 00:00:26.215000,0 days 00:00:45.313000,0 days 00:00:26.172000,0 days 02:20:12.354000,0 days 02:20:57.667000,0 days 02:21:23.839000,153.0,132.0,247.0,261.0,False,HARD,4.0,False,3,0 days 02:19:46.139000,Aston Martin,VET,1,True,2022-05-29 14:20:46.160,
0 days 02:23:00.663000,5,0 days 00:01:36.824000,10,,,0 days 00:00:26.166000,0 days 00:00:44.404000,0 days 00:00:26.254000,0 days 02:21:50.005000,0 days 02:22:34.409000,0 days 02:23:00.663000,149.0,128.0,247.0,267.0,False,HARD,5.0,False,3,0 days 02:21:23.839000,Aston Martin,VET,2,True,2022-05-29 14:22:23.860,
0 days 02:24:37.291000,5,0 days 00:01:36.628000,11,,,0 days 00:00:26.388000,0 days 00:00:44.198000,0 days 00:00:26.042000,0 days 02:23:27.051000,0 days 02:24:11.249000,0 days 02:24:37.291000,154.0,133.0,249.0,263.0,False,HARD,6.0,False,3,0 days 02:23:00.663000,Aston Martin,VET,2,True,2022-05-29 14:24:00.684,
0 days 02:26:14.847000,5,0 days 00:01:37.556000,12,,,0 days 00:00:26.006000,0 days 00:00:44.502000,0 days 00:00:27.048000,0 days 02:25:03.297000,0 days 02:25:47.799000,0 days 02:26:14.847000,142.0,132.0,238.0,253.0,False,HARD,7.0,False,3,0 days 02:24:37.291000,Aston Martin,VET,1,True,2022-05-29 14:25:37.312,
0 days 02:27:54.747000,5,0 days 00:01:39.900000,13,,,0 days 00:00:26.643000,0 days 00:00:45.687000,0 days 00:00:27.570000,0 days 02:26:41.490000,0 days 02:27:27.177000,0 days 02:27:54.747000,143.0,131.0,240.0,263.0,False,HARD,8.0,False,3,0 days 02:26:14.847000,Aston Martin,VET,1,True,2022-05-29 14:27:14.868,
0 days 02:29:32.431000,5,0 days 00:01:37.684000,14,,,0 days 00:00:25.876000,0 days 00:00:45.166000,0 days 00:00:26.642000,0 days 02:28:20.623000,0 days 02:29:05.789000,0 days 02:29:32.431000,147.0,137.0,238.0,266.0,False,HARD,9.0,False,3,0 days 02:27:54.747000,Aston Martin,VET,1,True,2022-05-29 14:28:54.768,
0 days 02:31:08.855000,5,0 days 00:01:36.424000,15,,,0 days 00:00:25.423000,0 days 00:00:44.795000,0 days 00:00:26.206000,0 days 02:29:57.854000,0 days 02:30:42.649000,0 days 02:31:08.855000,150.0,143.0,250.0,264.0,False,HARD,10.0,False,3,0 days 02:29:32.431000,Aston Martin,VET,1,True,2022-05-29 14:30:32.452,
0 days 02:32:44.660000,5,0 days 00:01:35.805000,16,,,0 days 00:00:25.148000,0 days 00:00:44.378000,0 days 00:00:26.279000,0 days 02:31:34.003000,0 days 02:32:18.381000,0 days 02:32:44.660000,151.0,147.0,250.0,267.0,False,HARD,11.0,False,3,0 days 02:31:08.855000,Aston Martin,VET,1,True,2022-05-29 14:32:08.876,
0 days 02:34:19.620000,5,0 days 00:01:34.960000,17,,,0 days 00:00:24.834000,0 days 00:00:43.999000,0 days 00:00:26.127000,0 days 02:33:09.494000,0 days 02:33:53.493000,0 days 02:34:19.620000,156.0,156.0,251.0,268.0,False,HARD,12.0,False,3,0 days 02:32:44.660000,Aston Martin,VET,2,True,2022-05-29 14:33:44.681,
0 days 02:35:54.432000,5,0 days 00:01:34.812000,18,,,0 days 00:00:24.661000,0 days 00:00:43.836000,0 days 00:00:26.315000,0 days 02:34:44.281000,0 days 02:35:28.117000,0 days 02:35:54.432000,153.0,155.0,252.0,269.0,False,HARD,13.0,False,3,0 days 02:34:19.620000,Aston Martin,VET,1,True,2022-05-29 14:35:19.641,
0 days 02:37:24.200000,5,0 days 00:01:29.768000,19,,,0 days 00:00:25.516000,0 days 00:00:40.062000,0 days 00:00:24.190000,0 days 02:36:19.948000,0 days 02:37:00.010000,0 days 02:37:24.200000,160.0,168.0,252.0,273.0,False,HARD,14.0,False,3,0 days 02:35:54.432000,Aston Martin,VET,1,True,2022-05-29 14:36:54.453,
0 days 02:38:51.170000,5,0 days 00:01:26.970000,20,,,0 days 00:00:23.188000,0 days 00:00:39.981000,0 days 00:00:23.801000,0 days 02:37:47.388000,0 days 02:38:27.369000,0 days 02:38:51.170000,170.0,168.0,252.0,272.0,False,HARD,15.0,False,3,0 days 02:37:24.200000,Aston Martin,VET,2,True,2022-05-29 14:38:24.221,
0 days 02:40:18.395000,5,0 days 00:01:27.225000,21,,,0 days 00:00:23.453000,0 days 00:00:39.861000,0 days 00:00:23.911000,0 days 02:39:14.623000,0 days 02:39:54.484000,0 days 02:40:18.395000,167.0,168.0,252.0,271.0,False,HARD,16.0,False,3,0 days 02:38:51.170000,Aston Martin,VET,1,True,2022-05-29 14:39:51.191,
0 days 02:41:48.835000,5,0 days 00:01:30.440000,22,,,0 days 00:00:23.658000,0 days 00:00:42.021000,0 days 00:00:24.761000,0 days 02:40:42.053000,0 days 02:41:24.074000,0 days 02:41:48.835000,160.0,150.0,251.0,260.0,False,HARD,17.0,False,3,0 days 02:40:18.395000,Aston Martin,VET,1,True,2022-05-29 14:41:18.416,
0 days 02:43:34.295000,5,0 days 00:01:45.460000,23,,0 days 02:43:09.861000,0 days 00:00:23.840000,0 days 00:00:40.493000,0 days 00:00:41.127000,0 days 02:42:12.675000,0 days 02:42:53.168000,0 days 02:43:34.295000,,163.0,,272.0,False,HARD,18.0,False,3,0 days 02:41:48.835000,Aston Martin,VET,1,False,2022-05-29 14:42:48.856,23.0
0 days 02:45:05.367000,5,0 days 00:01:31.072000,24,0 days 02:43:34.975000,,0 days 00:00:28.289000,0 days 00:00:39.545000,0 days 00:00:23.238000,0 days 02:44:02.584000,0 days 02:44:42.129000,0 days 02:45:05.367000,167.0,166.0,255.0,267.0,False,HARD,19.0,False,3,0 days 02:43:34.295000,Aston Martin,VET,1,False,2022-05-29 14:44:34.316,
0 days 02:46:28.958000,5,0 days 00:01:23.591000,25,,,0 days 00:00:23.091000,0 days 00:00:37.977000,0 days 00:00:22.523000,0 days 02:45:28.458000,0 days 02:46:06.435000,0 days 02:46:28.958000,179.0,174.0,256.0,277.0,False,HARD,20.0,False,3,0 days 02:45:05.367000,Aston Martin,VET,1,True,2022-05-29 14:46:05.388,
0 days 02:48:20.947000,5,0 days 00:01:51.989000,26,,,0 days 00:00:25.563000,0 days 00:00:52.710000,0 days 00:00:33.716000,0 days 02:46:54.521000,0 days 02:47:47.231000,0 days 02:48:20.947000,69.0,121.0,144.0,174.0,False,HARD,21.0,False,3,0 days 02:46:28.958000,Aston Martin,VET,26,False,2022-05-29 14:47:28.979,
0 days 02:50:15.721000,5,0 days 00:01:54.774000,27,,,0 days 00:00:28.720000,0 days 00:00:52.996000,0 days 00:00:33.058000,0 days 02:48:49.667000,0 days 02:49:42.663000,0 days 02:50:15.721000,138.0,146.0,198.0,220.0,False,HARD,22.0,False,3,0 days 02:48:20.947000,Aston Martin,VET,64,False,2022-05-29 14:49:20.968,
0 days 02:52:11.303000,5,0 days 00:01:55.582000,28,,,0 days 00:00:30.909000,0 days 00:00:52.232000,0 days 00:00:32.441000,0 days 02:50:46.630000,0 days 02:51:38.862000,0 days 02:52:11.303000,120.0,132.0,237.0,203.0,False,HARD,23.0,False,3,0 days 02:50:15.721000,Aston Martin,VET,4,False,2022-05-29 14:51:15.742,
0 days 02:53:49.776000,5,0 days 00:01:38.473000,29,,,0 days 00:00:25.735000,0 days 00:00:43.261000,0 days 00:00:29.477000,0 days 02:52:37.038000,0 days 02:53:20.299000,0 days 02:53:49.776000,161.0,168.0,209.0,256.0,False,HARD,24.0,False,3,0 days 02:52:11.303000,Aston Martin,VET,4,False,2022-05-29 14:53:11.324,
0 days 03:14:57.565000,5,,30,,0 days 02:55:28.732000,0 days 00:00:27.163000,0 days 00:00:49.499000,,0 days 02:54:17.062000,0 days 02:55:06.499000,,72.0,122.0,,177.0,False,HARD,25.0,False,3,0 days 02:53:49.776000,Aston Martin,VET,45,False,2022-05-29 14:54:49.797,30.0
0 days 03:17:11.707000,5,0 days 00:02:14.142000,31,0 days 03:14:58.240000,,0 days 00:00:32.215000,0 days 00:01:04.286000,0 days 00:00:37.641000,0 days 03:15:29.780000,0 days 03:16:34.066000,0 days 03:17:11.707000,126.0,139.0,137.0,146.0,False,HARD,9.0,False,4,0 days 03:14:00.322000,Aston Martin,VET,1,False,2022-05-29 15:15:00.343,
0 days 03:19:04.153000,5,0 days 00:01:52.446000,32,,,0 days 00:00:32.976000,0 days 00:00:53.559000,0 days 00:00:25.911000,0 days 03:17:44.683000,0 days 03:18:38.242000,0 days 03:19:04.153000,71.0,154.0,257.0,171.0,False,HARD,10.0,False,4,0 days 03:17:11.707000,Aston Martin,VET,1,True,2022-05-29 15:18:11.728,
0 days 03:20:29.296000,5,0 days 00:01:25.143000,33,,,0 days 00:00:23.532000,0 days 00:00:39.079000,0 days 00:00:22.532000,0 days 03:19:27.685000,0 days 03:20:06.764000,0 days 03:20:29.296000,168.0,168.0,260.0,273.0,False,HARD,11.0,False,4,0 days 03:19:04.153000,Aston Martin,VET,1,True,2022-05-29 15:20:04.174,
0 days 03:21:52.191000,5,0 days 00:01:22.895000,34,,,0 days 00:00:22.594000,0 days 00:00:38.204000,0 days 00:00:22.097000,0 days 03:20:51.890000,0 days 03:21:30.094000,0 days 03:21:52.191000,174.0,175.0,261.0,277.0,False,HARD,12.0,False,4,0 days 03:20:29.296000,Aston Martin,VET,1,True,2022-05-29 15:21:29.317,
0 days 03:23:14.996000,5,0 days 00:01:22.805000,35,,,0 days 00:00:22.291000,0 days 00:00:38.386000,0 days 00:00:22.128000,0 days 03:22:14.482000,0 days 03:22:52.868000,0 days 03:23:14.996000,172.0,172.0,260.0,276.0,False,HARD,13.0,False,4,0 days 03:21:52.191000,Aston Martin,VET,1,True,2022-05-29 15:22:52.212,
0 days 03:24:37.253000,5,0 days 00:01:22.257000,36,,,0 days 00:00:22.127000,0 days 00:00:38.249000,0 days 00:00:21.881000,0 days 03:23:37.123000,0 days 03:24:15.372000,0 days 03:24:37.253000,,174.0,261.0,276.0,False,HARD,14.0,False,4,0 days 03:23:14.996000,Aston Martin,VET,1,True,2022-05-29 15:24:15.017,
0 days 03:25:59.202000,5,0 days 00:01:21.949000,37,,,0 days 00:00:22.022000,0 days 00:00:38.121000,0 days 00:00:21.806000,0 days 03:24:59.275000,0 days 03:25:37.396000,0 days 03:25:59.202000,182.0,177.0,261.0,277.0,False,HARD,15.0,False,4,0 days 03:24:37.253000,Aston Martin,VET,1,True,2022-05-29 15:25:37.274,
0 days 03:27:20.557000,5,0 days 00:01:21.355000,38,,,0 days 00:00:21.923000,0 days 00:00:37.911000,0 days 00:00:21.521000,0 days 03:26:21.125000,0 days 03:26:59.036000,0 days 03:27:20.557000,171.0,177.0,260.0,281.0,False,HARD,16.0,False,4,0 days 03:25:59.202000,Aston Martin,VET,1,True,2022-05-29 15:26:59.223,
0 days 03:28:41.334000,5,0 days 00:01:20.777000,39,,,0 days 00:00:21.711000,0 days 00:00:37.722000,0 days 00:00:21.344000,0 days 03:27:42.268000,0 days 03:28:19.990000,0 days 03:28:41.334000,169.0,177.0,260.0,278.0,False,HARD,17.0,False,4,0 days 03:27:20.557000,Aston Martin,VET,1,True,2022-05-29 15:28:20.578,
0 days 03:30:01.521000,5,0 days 00:01:20.187000,40,,,0 days 00:00:21.576000,0 days 00:00:37.363000,0 days 00:00:21.248000,0 days 03:29:02.910000,0 days 03:29:40.273000,0 days 03:30:01.521000,175.0,182.0,260.0,282.0,False,HARD,18.0,False,4,0 days 03:28:41.334000,Aston Martin,VET,1,True,2022-05-29 15:29:41.355,
0 days 03:31:21.382000,5,0 days 00:01:19.861000,41,,,0 days 00:00:21.301000,0 days 00:00:37.311000,0 days 00:00:21.249000,0 days 03:30:22.822000,0 days 03:31:00.133000,0 days 03:31:21.382000,171.0,182.0,261.0,281.0,False,HARD,19.0,False,4,0 days 03:30:01.521000,Aston Martin,VET,1,True,2022-05-29 15:31:01.542,
0 days 03:32:41.325000,5,0 days 00:01:19.943000,42,,,0 days 00:00:21.524000,0 days 00:00:37.256000,0 days 00:00:21.163000,0 days 03:31:42.906000,0 days 03:32:20.162000,0 days 03:32:41.325000,182.0,182.0,262.0,280.0,False,HARD,20.0,False,4,0 days 03:31:21.382000,Aston Martin,VET,1,True,2022-05-29 15:32:21.403,
0 days 03:34:00.342000,5,0 days 00:01:19.017000,43,,,0 days 00:00:21.132000,0 days 00:00:36.791000,0 days 00:00:21.094000,0 days 03:33:02.457000,0 days 03:33:39.248000,0 days 03:34:00.342000,188.0,186.0,262.0,277.0,False,HARD,21.0,False,4,0 days 03:32:41.325000,Aston Martin,VET,1,True,2022-05-29 15:33:41.346,
0 days 03:35:19.945000,5,0 days 00:01:19.603000,44,,,0 days 00:00:21.074000,0 days 00:00:37.199000,0 days 00:00:21.330000,0 days 03:34:21.416000,0 days 03:34:58.615000,0 days 03:35:19.945000,182.0,182.0,261.0,277.0,False,HARD,22.0,False,4,0 days 03:34:00.342000,Aston Martin,VET,1,True,2022-05-29 15:35:00.363,
0 days 03:36:39.714000,5,0 days 00:01:19.769000,45,,,0 days 00:00:21.184000,0 days 00:00:37.224000,0 days 00:00:21.361000,0 days 03:35:41.129000,0 days 03:36:18.353000,0 days 03:36:39.714000,177.0,181.0,261.0,281.0,False,HARD,23.0,False,4,0 days 03:35:19.945000,Aston Martin,VET,1,True,2022-05-29 15:36:19.966,
0 days 03:37:58.850000,5,0 days 00:01:19.136000,46,,,0 days 00:00:21.252000,0 days 00:00:36.696000,0 days 00:00:21.188000,0 days 03:37:00.966000,0 days 03:37:37.662000,0 days 03:37:58.850000,179.0,185.0,261.0,281.0,False,HARD,24.0,False,4,0 days 03:36:39.714000,Aston Martin,VET,1,True,2022-05-29 15:37:39.735,
0 days 03:39:17.610000,5,0 days 00:01:18.760000,47,,,0 days 00:00:21.105000,0 days 00:00:36.695000,0 days 00:00:20.960000,0 days 03:38:19.955000,0 days 03:38:56.650000,0 days 03:39:17.610000,190.0,184.0,261.0,278.0,False,HARD,25.0,False,4,0 days 03:37:58.850000,Aston Martin,VET,1,True,2022-05-29 15:38:58.871,
0 days 03:40:35.604000,5,0 days 00:01:17.994000,48,,,0 days 00:00:20.775000,0 days 00:00:36.298000,0 days 00:00:20.921000,0 days 03:39:38.385000,0 days 03:40:14.683000,0 days 03:40:35.604000,189.0,187.0,261.0,281.0,False,HARD,26.0,False,4,0 days 03:39:17.610000,Aston Martin,VET,1,True,2022-05-29 15:40:17.631,
0 days 03:41:54.001000,5,0 days 00:01:18.397000,49,,,0 days 00:00:20.863000,0 days 00:00:36.508000,0 days 00:00:21.026000,0 days 03:40:56.467000,0 days 03:41:32.975000,0 days 03:41:54.001000,188.0,186.0,261.0,279.0,False,HARD,27.0,False,4,0 days 03:40:35.604000,Aston Martin,VET,1,True,2022-05-29 15:41:35.625,
0 days 03:43:12.653000,5,0 days 00:01:18.652000,50,,,0 days 00:00:20.936000,0 days 00:00:36.726000,0 days 00:00:20.990000,0 days 03:42:14.937000,0 days 03:42:51.663000,0 days 03:43:12.653000,190.0,184.0,262.0,279.0,False,HARD,28.0,False,4,0 days 03:41:54.001000,Aston Martin,VET,1,True,2022-05-29 15:42:54.022,
0 days 03:44:30.542000,5,0 days 00:01:17.889000,51,,,0 days 00:00:20.822000,0 days 00:00:36.393000,0 days 00:00:20.674000,0 days 03:43:33.475000,0 days 03:44:09.868000,0 days 03:44:30.542000,191.0,190.0,263.0,281.0,False,HARD,29.0,False,4,0 days 03:43:12.653000,Aston Martin,VET,1,True,2022-05-29 15:44:12.674,
0 days 03:45:48.331000,5,0 days 00:01:17.789000,52,,,0 days 00:00:20.819000,0 days 00:00:36.341000,0 days 00:00:20.629000,0 days 03:44:51.361000,0 days 03:45:27.702000,0 days 03:45:48.331000,193.0,188.0,263.0,282.0,False,HARD,30.0,False,4,0 days 03:44:30.542000,Aston Martin,VET,1,True,2022-05-29 15:45:30.563,
0 days 03:47:06.554000,5,0 days 00:01:18.223000,53,,,0 days 00:00:20.786000,0 days 00:00:36.483000,0 days 00:00:20.954000,0 days 03:46:09.117000,0 days 03:46:45.600000,0 days 03:47:06.554000,190.0,187.0,263.0,282.0,False,HARD,31.0,False,4,0 days 03:45:48.331000,Aston Martin,VET,1,True,2022-05-29 15:46:48.352,
0 days 03:48:24.112000,5,0 days 00:01:17.558000,54,,,0 days 00:00:20.738000,0 days 00:00:36.128000,0 days 00:00:20.692000,0 days 03:47:27.292000,0 days 03:48:03.420000,0 days 03:48:24.112000,189.0,187.0,263.0,283.0,True,HARD,32.0,False,4,0 days 03:47:06.554000,Aston Martin,VET,1,True,2022-05-29 15:48:06.575,
0 days 03:49:42.146000,5,0 days 00:01:18.034000,55,,,0 days 00:00:20.776000,0 days 00:00:36.484000,0 days 00:00:20.774000,0 days 03:48:44.888000,0 days 03:49:21.372000,0 days 03:49:42.146000,,186.0,263.0,282.0,False,HARD,33.0,False,4,0 days 03:48:24.112000,Aston Martin,VET,1,True,2022-05-29 15:49:24.133,
0 days 03:51:00.439000,5,0 days 00:01:18.293000,56,,,0 days 00:00:20.898000,0 days 00:00:36.546000,0 days 00:00:20.849000,0 days 03:50:03.044000,0 days 03:50:39.590000,0 days 03:51:00.439000,188.0,188.0,262.0,282.0,False,HARD,34.0,False,4,0 days 03:49:42.146000,Aston Martin,VET,2,True,2022-05-29 15:50:42.167,
0 days 03:52:18.261000,5,0 days 00:01:17.822000,57,,,0 days 00:00:20.737000,0 days 00:00:36.338000,0 days 00:00:20.747000,0 days 03:51:21.176000,0 days 03:51:57.514000,0 days 03:52:18.261000,,188.0,262.0,282.0,False,HARD,35.0,False,4,0 days 03:51:00.439000,Aston Martin,VET,1,True,2022-05-29 15:52:00.460,
0 days 03:53:36.062000,5,0 days 00:01:17.801000,58,,,0 days 00:00:20.674000,0 days 00:00:36.321000,0 days 00:00:20.806000,0 days 03:52:38.935000,0 days 03:53:15.256000,0 days 03:53:36.062000,191.0,187.0,263.0,283.0,False,HARD,36.0,False,4,0 days 03:52:18.261000,Aston Martin,VET,1,True,2022-05-29 15:53:18.282,
0 days 03:54:53.892000,5,0 days 00:01:17.830000,59,,,0 days 00:00:20.769000,0 days 00:00:36.381000,0 days 00:00:20.680000,0 days 03:53:56.831000,0 days 03:54:33.212000,0 days 03:54:53.892000,192.0,187.0,263.0,282.0,False,HARD,37.0,False,4,0 days 03:53:36.062000,Aston Martin,VET,2,True,2022-05-29 15:54:36.083,
0 days 03:56:11.962000,5,0 days 00:01:18.070000,60,,,0 days 00:00:20.853000,0 days 00:00:36.491000,0 days 00:00:20.726000,0 days 03:55:14.745000,0 days 03:55:51.236000,0 days 03:56:11.962000,,189.0,263.0,283.0,False,HARD,38.0,False,4,0 days 03:54:53.892000,Aston Martin,VET,1,True,2022-05-29 15:55:53.913,
0 days 03:57:29.607000,5,0 days 00:01:17.645000,61,,,0 days 00:00:20.641000,0 days 00:00:36.276000,0 days 00:00:20.728000,0 days 03:56:32.603000,0 days 03:57:08.879000,0 days 03:57:29.607000,188.0,189.0,263.0,284.0,False,HARD,39.0,False,4,0 days 03:56:11.962000,Aston Martin,VET,1,True,2022-05-29 15:57:11.983,
0 days 03:58:48.031000,5,0 days 00:01:18.424000,62,,,0 days 00:00:20.836000,0 days 00:00:36.503000,0 days 00:00:21.085000,0 days 03:57:50.443000,0 days 03:58:26.946000,0 days 03:58:48.031000,191.0,188.0,264.0,284.0,False,HARD,40.0,False,4,0 days 03:57:29.607000,Aston Martin,VET,1,True,2022-05-29 15:58:29.628,
0 days 04:00:06.100000,5,0 days 00:01:18.069000,63,,,0 days 00:00:20.712000,0 days 00:00:36.375000,0 days 00:00:20.982000,0 days 03:59:08.743000,0 days 03:59:45.118000,0 days 04:00:06.100000,194.0,186.0,264.0,284.0,False,HARD,41.0,False,4,0 days 03:58:48.031000,Aston Martin,VET,1,True,2022-05-29 15:59:48.052,
0 days 04:01:24.330000,5,0 days 00:01:18.230000,64,,,0 days 00:00:20.758000,0 days 00:00:36.600000,0 days 00:00:20.872000,0 days 04:00:26.858000,0 days 04:01:03.458000,0 days 04:01:24.330000,183.0,188.0,263.0,283.0,False,HARD,42.0,False,4,0 days 04:00:06.100000,Aston Martin,VET,1,True,2022-05-29 16:01:06.121,
0 days 02:07:03.086000,10,,1,0 days 02:05:07.203000,0 days 02:05:06.281000,,0 days 00:00:51.330000,0 days 00:00:32.834000,,0 days 02:06:30.317000,0 days 02:07:03.086000,123.0,122.0,138.0,208.0,False,INTERMEDIATE,1.0,True,2,0 days 02:04:00.206000,AlphaTauri,GAS,2,False,2022-05-29 14:05:00.227,1.0
0 days 02:09:37.960000,10,,2,,0 days 02:09:03.411000,0 days 00:00:33.766000,0 days 00:00:59.123000,0 days 00:01:02,0 days 02:07:36.884000,0 days 02:08:36.070000,0 days 02:09:38.120000,106.0,122.0,,178.0,False,INTERMEDIATE,2.0,True,2,0 days 02:07:03.086000,AlphaTauri,GAS,4,False,2022-05-29 14:08:03.107,2.0
0 days 02:11:21.954000,10,0 days 00:01:43.994000,3,0 days 02:09:38.569000,,0 days 00:00:28.871000,0 days 00:00:47.570000,0 days 00:00:27.553000,0 days 02:10:06.831000,0 days 02:10:54.401000,0 days 02:11:21.954000,143.0,133.0,233.0,234.0,False,HARD,1.0,True,3,0 days 02:09:37.960000,AlphaTauri,GAS,1,False,2022-05-29 14:10:37.981,
0 days 02:13:04.371000,10,0 days 00:01:42.417000,4,,,0 days 00:00:27.279000,0 days 00:00:47.562000,0 days 00:00:27.576000,0 days 02:11:49.233000,0 days 02:12:36.795000,0 days 02:13:04.371000,134.0,131.0,233.0,246.0,False,HARD,2.0,True,3,0 days 02:11:21.954000,AlphaTauri,GAS,1,True,2022-05-29 14:12:21.975,
0 days 02:14:43.802000,10,0 days 00:01:39.431000,5,,,0 days 00:00:26.733000,0 days 00:00:45.926000,0 days 00:00:26.772000,0 days 02:13:31.104000,0 days 02:14:17.030000,0 days 02:14:43.802000,147.0,142.0,237.0,248.0,False,HARD,3.0,True,3,0 days 02:13:04.371000,AlphaTauri,GAS,2,True,2022-05-29 14:14:04.392,
0 days 02:16:22.148000,10,0 days 00:01:38.346000,6,,,0 days 00:00:26.215000,0 days 00:00:45.757000,0 days 00:00:26.374000,0 days 02:15:10.017000,0 days 02:15:55.774000,0 days 02:16:22.148000,146.0,137.0,244.0,252.0,False,HARD,4.0,True,3,0 days 02:14:43.802000,AlphaTauri,GAS,1,True,2022-05-29 14:15:43.823,
0 days 02:17:59.834000,10,0 days 00:01:37.686000,7,,,0 days 00:00:25.904000,0 days 00:00:45.520000,0 days 00:00:26.262000,0 days 02:16:48.052000,0 days 02:17:33.572000,0 days 02:17:59.834000,149.0,136.0,243.0,258.0,False,HARD,5.0,True,3,0 days 02:16:22.148000,AlphaTauri,GAS,1,True,2022-05-29 14:17:22.169,
0 days 02:19:38.567000,10,0 days 00:01:38.733000,8,,,0 days 00:00:25.945000,0 days 00:00:45.886000,0 days 00:00:26.902000,0 days 02:18:25.779000,0 days 02:19:11.665000,0 days 02:19:38.567000,148.0,136.0,243.0,250.0,False,HARD,6.0,True,3,0 days 02:17:59.834000,AlphaTauri,GAS,1,True,2022-05-29 14:18:59.855,
0 days 02:21:17.056000,10,0 days 00:01:38.489000,9,,,0 days 00:00:25.733000,0 days 00:00:46.118000,0 days 00:00:26.638000,0 days 02:20:04.300000,0 days 02:20:50.418000,0 days 02:21:17.056000,149.0,132.0,246.0,239.0,False,HARD,7.0,True,3,0 days 02:19:38.567000,AlphaTauri,GAS,1,True,2022-05-29 14:20:38.588,
0 days 02:22:56.671000,10,0 days 00:01:39.615000,10,,,0 days 00:00:26.463000,0 days 00:00:46.251000,0 days 00:00:26.901000,0 days 02:21:43.519000,0 days 02:22:29.770000,0 days 02:22:56.671000,141.0,129.0,245.0,253.0,False,HARD,8.0,True,3,0 days 02:21:17.056000,AlphaTauri,GAS,2,True,2022-05-29 14:22:17.077,
0 days 02:24:35.079000,10,0 days 00:01:38.408000,11,,,0 days 00:00:25.995000,0 days 00:00:45.457000,0 days 00:00:26.956000,0 days 02:23:22.666000,0 days 02:24:08.123000,0 days 02:24:35.079000,142.0,133.0,245.0,265.0,False,HARD,9.0,True,3,0 days 02:22:56.671000,AlphaTauri,GAS,2,True,2022-05-29 14:23:56.692,
0 days 02:26:13.869000,10,0 days 00:01:38.790000,12,,,0 days 00:00:25.776000,0 days 00:00:44.593000,0 days 00:00:28.421000,0 days 02:25:00.855000,0 days 02:25:45.448000,0 days 02:26:13.869000,155.0,133.0,244.0,256.0,False,HARD,10.0,True,3,0 days 02:24:35.079000,AlphaTauri,GAS,1,True,2022-05-29 14:25:35.100,
0 days 02:27:50.672000,10,0 days 00:01:36.803000,13,,,0 days 00:00:25.729000,0 days 00:00:45.198000,0 days 00:00:25.876000,0 days 02:26:39.598000,0 days 02:27:24.796000,0 days 02:27:50.672000,145.0,140.0,247.0,253.0,False,HARD,11.0,True,3,0 days 02:26:13.869000,AlphaTauri,GAS,1,True,2022-05-29 14:27:13.890,
0 days 02:29:21.923000,10,0 days 00:01:31.251000,14,,,0 days 00:00:24.106000,0 days 00:00:41.676000,0 days 00:00:25.469000,0 days 02:28:14.778000,0 days 02:28:56.454000,0 days 02:29:21.923000,166.0,144.0,248.0,270.0,False,HARD,12.0,True,3,0 days 02:27:50.672000,AlphaTauri,GAS,1,True,2022-05-29 14:28:50.693,
0 days 02:30:54.851000,10,0 days 00:01:32.928000,15,,,0 days 00:00:24.354000,0 days 00:00:42.522000,0 days 00:00:26.052000,0 days 02:29:46.277000,0 days 02:30:28.799000,0 days 02:30:54.851000,162.0,148.0,248.0,265.0,False,HARD,13.0,True,3,0 days 02:29:21.923000,AlphaTauri,GAS,1,True,2022-05-29 14:30:21.944,
0 days 02:32:29.882000,10,0 days 00:01:35.031000,16,,,0 days 00:00:25.831000,0 days 00:00:43.367000,0 days 00:00:25.833000,0 days 02:31:20.682000,0 days 02:32:04.049000,0 days 02:32:29.882000,141.0,149.0,249.0,260.0,False,HARD,14.0,True,3,0 days 02:30:54.851000,AlphaTauri,GAS,1,True,2022-05-29 14:31:54.872,
0 days 02:34:05.067000,10,0 days 00:01:35.185000,17,,,0 days 00:00:25.446000,0 days 00:00:43.498000,0 days 00:00:26.241000,0 days 02:32:55.328000,0 days 02:33:38.826000,0 days 02:34:05.067000,138.0,147.0,248.0,266.0,False,HARD,15.0,True,3,0 days 02:32:29.882000,AlphaTauri,GAS,2,True,2022-05-29 14:33:29.903,
0 days 02:35:38.695000,10,0 days 00:01:33.628000,18,,,0 days 00:00:24.920000,0 days 00:00:42.821000,0 days 00:00:25.887000,0 days 02:34:29.987000,0 days 02:35:12.808000,0 days 02:35:38.695000,148.0,156.0,250.0,268.0,False,HARD,16.0,True,3,0 days 02:34:05.067000,AlphaTauri,GAS,1,True,2022-05-29 14:35:05.088,
0 days 02:37:12.108000,10,0 days 00:01:33.413000,19,,,0 days 00:00:24.958000,0 days 00:00:43.057000,0 days 00:00:25.398000,0 days 02:36:03.653000,0 days 02:36:46.710000,0 days 02:37:12.108000,142.0,151.0,248.0,264.0,False,HARD,17.0,True,3,0 days 02:35:38.695000,AlphaTauri,GAS,1,True,2022-05-29 14:36:38.716,
